species,plot,endo_01,id,origin_01,dist_a,dist_b,birth,endo_status_from_check,year_t,size_t,flw_count_t,spike_a_t,spike_b_t,spike_c_t,spike_d_t,year_t1,surv_t1,size_t1,flw_count_t1,spike_a_t1,spike_b_t1,spike_c_t1,spike_d_t1
POSY,5,1,5_292.5,1,NA,NA,2013,NA,2014,3,NA,NA,NA,NA,NA,2015,0,NA,NA,NA,NA,NA,NA
POSY,5,1,5_293,1,NA,NA,2013,NA,2013,1,NA,NA,NA,NA,NA,2014,1,3,0,NA,NA,NA,NA
POSY,5,1,5_293,1,NA,NA,2013,NA,2014,3,0,NA,NA,NA,NA,2015,0,NA,NA,NA,NA,NA,NA
POSY,5,1,5_293.5,1,NA,NA,2013,NA,2013,1,NA,NA,NA,NA,NA,2014,1,3,NA,NA,NA,NA,NA
POSY,5,1,5_293.5,1,NA,NA,2013,NA,2014,3,NA,NA,NA,NA,NA,2015,0,NA,NA,NA,NA,NA,NA
POSY,5,1,5_294,1,NA,NA,2013,NA,2013,1,NA,NA,NA,NA,NA,2014,1,2,0,NA,NA,NA,NA
POSY,5,1,5_294,1,NA,NA,2013,NA,2014,2,0,NA,NA,NA,NA,2015,1,5,0,NA,NA,NA,NA
POSY,5,1,5_294,1,NA,NA,2013,NA,2015,5,0,NA,NA,NA,NA,2016,0,NA,NA,NA,NA,NA,NA
POSY,5,1,5_294.5,1,NA,NA,2013,NA,2013,1,NA,NA,NA,NA,NA,2014,1,3,NA,NA,NA,NA,NA
POSY,5,1,5_294.5,1,NA,NA,2013,NA,2014,3,NA,NA,NA,NA,NA,2015,0,NA,NA,NA,NA,NA,NA
POSY,5,1,5_295,1,NA,NA,2013,NA,2013,1,NA,NA,NA,NA,NA,2014,1,2,0,NA,NA,NA,NA
POSY,5,1,5_295,1,NA,NA,2013,NA,2014,2,0,NA,NA,NA,NA,2015,1,4,0,NA,NA,NA,NA
POSY,5,1,5_295,1,NA,NA,2013,NA,2015,4,0,NA,NA,NA,NA,2016,0,NA,NA,NA,NA,NA,NA
POSY,5,1,5_295.5,1,NA,NA,2013,NA,2013,1,NA,NA,NA,NA,NA,2014,1,3,NA,NA,NA,NA,NA
POSY,5,1,5_295.5,1,NA,NA,2013,NA,2014,3,NA,NA,NA,NA,NA,2015,0,NA,NA,NA,NA,NA,NA
POSY,5,1,5_296,1,NA,NA,2013,NA,2013,1,NA,NA,NA,NA,NA,2014,1,7,0,NA,NA,NA,NA
POSY,5,1,5_296,1,NA,NA,2013,NA,2014,7,0,NA,NA,NA,NA,2015,1,4,0,NA,NA,NA,NA
POSY,5,1,5_296,1,NA,NA,2013,NA,2015,4,0,NA,NA,NA,NA,2016,0,NA,NA,NA,NA,NA,NA
POSY,5,1,5_296.5,1,NA,NA,2013,NA,2013,1,NA,NA,NA,NA,NA,2014,1,3,NA,NA,NA,NA,NA
POSY,5,1,5_296.5,1,NA,NA,2013,NA,2014,3,NA,NA,NA,NA,NA,2015,0,NA,NA,NA,NA,NA,NA
POSY,5,1,5_297,1,NA,NA,2013,NA,2013,1,NA,NA,NA,NA,NA,2014,1,5,0,NA,NA,NA,NA
POSY,5,1,5_297,1,NA,NA,2013,NA,2014,5,0,NA,NA,NA,NA,2015,1,14,0,NA,NA,NA,NA
POSY,5,1,5_297,1,NA,NA,2013,NA,2015,14,0,NA,NA,NA,NA,2016,0,NA,NA,NA,NA,NA,NA
POSY,5,1,5_297.5,1,NA,NA,2013,NA,2013,1,NA,NA,NA,NA,NA,2014,1,3,NA,NA,NA,NA,NA
POSY,5,1,5_297.5,1,NA,NA,2013,NA,2014,3,NA,NA,NA,NA,NA,2015,0,NA,NA,NA,NA,NA,NA
POSY,5,1,5_298,1,NA,NA,2013,NA,2013,1,NA,NA,NA,NA,NA,2014,1,4,0,NA,NA,NA,NA
POSY,5,1,5_298,1,NA,NA,2013,NA,2014,4,0,NA,NA,NA,NA,2015,1,4,0,NA,NA,NA,NA
POSY,5,1,5_298,1,NA,NA,2013,NA,2015,4,0,NA,NA,NA,NA,2016,0,NA,NA,NA,NA,NA,NA
POSY,5,1,5_298.5,1,NA,NA,2013,NA,2013,1,NA,NA,NA,NA,NA,2014,1,3,NA,NA,NA,NA,NA
POSY,5,1,5_298.5,1,NA,NA,2013,NA,2014,3,NA,NA,NA,NA,NA,2015,0,NA,NA,NA,NA,NA,NA
POSY,5,1,5_299,1,1.519,2.291,2013,NA,2013,1,NA,NA,NA,NA,NA,2014,1,2,0,NA,NA,NA,NA
POSY,5,1,5_299,1,1.519,2.291,2013,NA,2014,2,0,NA,NA,NA,NA,2015,1,8,0,NA,NA,NA,NA
POSY,5,1,5_299,1,1.519,2.291,2013,NA,2015,8,0,NA,NA,NA,NA,2016,1,2,0,NA,NA,NA,NA
POSY,5,1,5_299,1,1.519,2.291,2013,NA,2016,2,0,NA,NA,NA,NA,2017,1,12,4,59,54,47,NA
POSY,5,1,5_299,1,1.519,2.291,2013,NA,2017,12,4,59,54,47,NA,2018,1,2,0,NA,NA,NA,NA
POSY,5,1,5_299.5,1,NA,NA,2013,NA,2013,1,NA,NA,NA,NA,NA,2014,1,3,NA,NA,NA,NA,NA
POSY,5,1,5_299.5,1,NA,NA,2013,NA,2014,3,NA,NA,NA,NA,NA,2015,0,NA,NA,NA,NA,NA,NA
POSY,5,1,5_3,1,NA,NA,2009,NA,2009,1,NA,NA,NA,NA,NA,2010,0,NA,NA,NA,NA,NA,NA
POSY,5,1,5_3.5,1,NA,NA,2009,NA,2009,1,NA,NA,NA,NA,NA,2010,0,NA,NA,NA,NA,NA,NA
POSY,5,1,5_30,1,NA,NA,2009,NA,2009,1,NA,NA,NA,NA,NA,2010,1,14,1,NA,NA,NA,NA
POSY,5,1,5_30,1,NA,NA,2009,NA,2010,14,1,NA,NA,NA,NA,2011,0,NA,NA,NA,NA,NA,NA
POSY,5,1,5_30.5,1,NA,NA,2009,NA,2009,1,NA,NA,NA,NA,NA,2010,0,NA,NA,NA,NA,NA,NA
POSY,5,1,5_300,1,NA,NA,2013,NA,2013,1,NA,NA,NA,NA,NA,2014,1,6,0,NA,NA,NA,NA
POSY,5,1,5_300,1,NA,NA,2013,NA,2014,6,0,NA,NA,NA,NA,2015,0,NA,NA,NA,NA,NA,NA
POSY,5,1,5_300.5,1,NA,NA,2013,NA,2013,1,NA,NA,NA,NA,NA,2014,1,3,NA,NA,NA,NA,NA
POSY,5,1,5_300.5,1,NA,NA,2013,NA,2014,3,NA,NA,NA,NA,NA,2015,0,NA,NA,NA,NA,NA,NA
POSY,5,1,5_301,1,NA,NA,2013,NA,2013,1,NA,NA,NA,NA,NA,2014,1,2,0,NA,NA,NA,NA
POSY,5,1,5_301,1,NA,NA,2013,NA,2014,2,0,NA,NA,NA,NA,2015,1,4,0,NA,NA,NA,NA
POSY,5,1,5_301,1,NA,NA,2013,NA,2015,4,0,NA,NA,NA,NA,2016,1,4,0,NA,NA,NA,NA
POSY,5,1,5_301,1,NA,NA,2013,NA,2016,4,0,NA,NA,NA,NA,2017,0,NA,NA,NA,NA,NA,NA
POSY,5,1,5_301.5,1,NA,NA,2013,NA,2013,1,NA,NA,NA,NA,NA,2014,1,3,NA,NA,NA,NA,NA
POSY,5,1,5_301.5,1,NA,NA,2013,NA,2014,3,NA,NA,NA,NA,NA,2015,0,NA,NA,NA,NA,NA,NA
POSY,5,1,5_302,1,NA,NA,2013,NA,2013,1,NA,NA,NA,NA,NA,2014,1,4,0,NA,NA,NA,NA
POSY,5,1,5_302,1,NA,NA,2013,NA,2014,4,0,NA,NA,NA,NA,2015,1,5,0,NA,NA,NA,NA
POSY,5,1,5_302,1,NA,NA,2013,NA,2015,5,0,NA,NA,NA,NA,2016,1,3,0,NA,NA,NA,NA
POSY,5,1,5_302,1,NA,NA,2013,NA,2016,3,0,NA,NA,NA,NA,2017,1,2,1,34,NA,NA,NA
POSY,5,1,5_302,1,NA,NA,2013,NA,2017,2,1,34,NA,NA,NA,2018,0,NA,NA,NA,NA,NA,NA
POSY,5,1,5_302.5,1,NA,NA,2013,NA,2013,1,NA,NA,NA,NA,NA,2014,1,3,NA,NA,NA,NA,NA
POSY,5,1,5_302.5,1,NA,NA,2013,NA,2014,3,NA,NA,NA,NA,NA,2015,0,NA,NA,NA,NA,NA,NA
POSY,5,1,5_303,1,NA,NA,2013,NA,2013,1,NA,NA,NA,NA,NA,2014,1,2,0,NA,NA,NA,NA
POSY,5,1,5_303,1,NA,NA,2013,NA,2014,2,0,NA,NA,NA,NA,2015,1,6,0,NA,NA,NA,NA
POSY,5,1,5_303,1,NA,NA,2013,NA,2015,6,0,NA,NA,NA,NA,2016,1,15,4,73,84,61,NA
POSY,5,1,5_303,1,NA,NA,2013,NA,2016,15,4,73,84,61,NA,2017,0,NA,NA,NA,NA,NA,NA
POSY,5,1,5_303.5,1,NA,NA,2013,NA,2013,1,NA,NA,NA,NA,NA,2014,1,3,NA,NA,NA,NA,NA
POSY,5,1,5_303.5,1,NA,NA,2013,NA,2014,3,NA,NA,NA,NA,NA,2015,0,NA,NA,NA,NA,NA,NA
POSY,5,1,5_304,1,NA,NA,2013,NA,2013,1,NA,NA,NA,NA,NA,2014,0,NA,NA,NA,NA,NA,NA
POSY,5,1,5_304.5,1,NA,NA,2013,NA,2013,1,NA,NA,NA,NA,NA,2014,1,3,NA,NA,NA,NA,NA
POSY,5,1,5_304.5,1,NA,NA,2013,NA,2014,3,NA,NA,NA,NA,NA,2015,0,NA,NA,NA,NA,NA,NA
POSY,5,1,5_305,1,NA,NA,2013,NA,2013,1,NA,NA,NA,NA,NA,2014,0,NA,NA,NA,NA,NA,NA
POSY,5,1,5_305.5,1,NA,NA,2013,NA,2013,1,NA,NA,NA,NA,NA,2014,1,3,NA,NA,NA,NA,NA
POSY,5,1,5_305.5,1,NA,NA,2013,NA,2014,3,NA,NA,NA,NA,NA,2015,0,NA,NA,NA,NA,NA,NA
POSY,5,1,5_306,1,NA,NA,2013,NA,2013,1,NA,NA,NA,NA,NA,2014,0,NA,NA,NA,NA,NA,NA
POSY,5,1,5_306.5,1,NA,NA,2013,NA,2013,1,NA,NA,NA,NA,NA,2014,1,3,NA,NA,NA,NA,NA
POSY,5,1,5_306.5,1,NA,NA,2013,NA,2014,3,NA,NA,NA,NA,NA,2015,0,NA,NA,NA,NA,NA,NA
POSY,5,1,5_307,1,NA,NA,2013,NA,2013,1,NA,NA,NA,NA,NA,2014,0,NA,NA,NA,NA,NA,NA
POSY,5,1,5_307.5,1,NA,NA,2013,NA,2013,1,NA,NA,NA,NA,NA,2014,1,3,NA,NA,NA,NA,NA
POSY,5,1,5_307.5,1,NA,NA,2013,NA,2014,3,NA,NA,NA,NA,NA,2015,0,NA,NA,NA,NA,NA,NA
POSY,5,1,5_308,1,1.457,2.38,2013,NA,2013,1,NA,NA,NA,NA,NA,2014,1,4,0,NA,NA,NA,NA
POSY,5,1,5_308,1,1.457,2.38,2013,NA,2014,4,0,NA,NA,NA,NA,2015,1,9,0,NA,NA,NA,NA
POSY,5,1,5_308,1,1.457,2.38,2013,NA,2015,9,0,NA,NA,NA,NA,2016,1,21,6,93,52,97,NA
POSY,5,1,5_308,1,1.457,2.38,2013,NA,2016,21,6,93,52,97,NA,2017,1,17,7,77,31,71,NA
POSY,5,1,5_308,1,1.457,2.38,2013,NA,2017,17,7,77,31,71,NA,2018,1,5,0,NA,NA,NA,NA
POSY,5,1,5_308.5,1,NA,NA,2013,NA,2013,1,NA,NA,NA,NA,NA,2014,1,3,NA,NA,NA,NA,NA
POSY,5,1,5_308.5,1,NA,NA,2013,NA,2014,3,NA,NA,NA,NA,NA,2015,0,NA,NA,NA,NA,NA,NA
POSY,5,1,5_309,1,1.403,2.415,2013,NA,2013,1,NA,NA,NA,NA,NA,2014,1,6,0,NA,NA,NA,NA
POSY,5,1,5_309,1,1.403,2.415,2013,NA,2014,6,0,NA,NA,NA,NA,2015,1,11,0,NA,NA,NA,NA
POSY,5,1,5_309,1,1.403,2.415,2013,NA,2015,11,0,NA,NA,NA,NA,2016,1,6,1,48,NA,NA,NA
POSY,5,1,5_309,1,1.403,2.415,2013,NA,2016,6,1,48,NA,NA,NA,2017,1,6,2,25,49,NA,NA
POSY,5,1,5_309,1,1.403,2.415,2013,NA,2017,6,2,25,49,NA,NA,2018,1,1,0,NA,NA,NA,NA
POSY,5,1,5_309.5,1,NA,NA,2013,NA,2013,1,NA,NA,NA,NA,NA,2014,0,NA,NA,NA,NA,NA,NA
POSY,5,1,5_31,1,NA,NA,2009,NA,2009,1,NA,NA,NA,NA,NA,2010,1,3,0,NA,NA,NA,NA
POSY,5,1,5_31,1,NA,NA,2009,NA,2010,3,0,NA,NA,NA,NA,2011,0,NA,NA,NA,NA,NA,NA
POSY,5,1,5_31.5,1,NA,NA,2009,NA,2009,1,NA,NA,NA,NA,NA,2010,0,NA,NA,NA,NA,NA,NA
POSY,5,1,5_310,1,1.481,2.335,2013,NA,2013,1,NA,NA,NA,NA,NA,2014,1,3,0,NA,NA,NA,NA
POSY,5,1,5_310,1,1.481,2.335,2013,NA,2014,3,0,NA,NA,NA,NA,2015,1,7,0,NA,NA,NA,NA
POSY,5,1,5_310,1,1.481,2.335,2013,NA,2015,7,0,NA,NA,NA,NA,2016,1,4,1,38,NA,NA,NA
POSY,5,1,5_310,1,1.481,2.335,2013,NA,2016,4,1,38,NA,NA,NA,2017,1,9,5,61,65,43,NA
POSY,5,1,5_310,1,1.481,2.335,2013,NA,2017,9,5,61,65,43,NA,2018,1,4,0,NA,NA,NA,NA
POSY,5,1,5_310.5,1,NA,NA,2013,NA,2013,1,NA,NA,NA,NA,NA,2014,0,NA,NA,NA,NA,NA,NA
POSY,5,1,5_311,1,NA,NA,2013,NA,2013,1,NA,NA,NA,NA,NA,2014,1,7,0,NA,NA,NA,NA
POSY,5,1,5_311,1,NA,NA,2013,NA,2014,7,0,NA,NA,NA,NA,2015,1,8,0,NA,NA,NA,NA
POSY,5,1,5_311,1,NA,NA,2013,NA,2015,8,0,NA,NA,NA,NA,2016,0,NA,NA,NA,NA,NA,NA
POSY,5,1,5_311.5,1,NA,NA,2013,NA,2013,1,NA,NA,NA,NA,NA,2014,0,NA,NA,NA,NA,NA,NA
POSY,5,1,5_312,1,1.416,2.352,2013,NA,2013,1,NA,NA,NA,NA,NA,2014,1,3,0,NA,NA,NA,NA
POSY,5,1,5_312,1,1.416,2.352,2013,NA,2014,3,0,NA,NA,NA,NA,2015,1,6,0,NA,NA,NA,NA
POSY,5,1,5_312,1,1.416,2.352,2013,NA,2015,6,0,NA,NA,NA,NA,2016,1,9,0,NA,NA,NA,NA
POSY,5,1,5_312,1,1.416,2.352,2013,NA,2016,9,0,NA,NA,NA,NA,2017,1,16,3,9,35,26,NA
POSY,5,1,5_312,1,1.416,2.352,2013,NA,2017,16,3,9,35,26,NA,2018,1,4,0,NA,NA,NA,NA
POSY,5,1,5_312.5,1,NA,NA,2013,NA,2013,1,NA,NA,NA,NA,NA,2014,0,NA,NA,NA,NA,NA,NA
POSY,5,1,5_313,1,NA,NA,2013,NA,2013,1,NA,NA,NA,NA,NA,2014,1,2,0,NA,NA,NA,NA
POSY,5,1,5_313,1,NA,NA,2013,NA,2014,2,0,NA,NA,NA,NA,2015,1,1,0,NA,NA,NA,NA
POSY,5,1,5_313,1,NA,NA,2013,NA,2015,1,0,NA,NA,NA,NA,2016,0,NA,NA,NA,NA,NA,NA
POSY,5,1,5_313.5,1,NA,NA,2013,NA,2013,1,NA,NA,NA,NA,NA,2014,0,NA,NA,NA,NA,NA,NA
POSY,5,1,5_314,1,NA,NA,2013,NA,2013,1,NA,NA,NA,NA,NA,2014,1,2,0,NA,NA,NA,NA
POSY,5,1,5_314,1,NA,NA,2013,NA,2014,2,0,NA,NA,NA,NA,2015,1,6,0,NA,NA,NA,NA
POSY,5,1,5_314,1,NA,NA,2013,NA,2015,6,0,NA,NA,NA,NA,2016,0,NA,NA,NA,NA,NA,NA
POSY,5,1,5_314.5,1,NA,NA,2013,NA,2013,1,NA,NA,NA,NA,NA,2014,0,NA,NA,NA,NA,NA,NA
POSY,5,1,5_315,1,2.21,1.542,2013,NA,2013,1,NA,NA,NA,NA,NA,2014,1,8,0,NA,NA,NA,NA
POSY,5,1,5_315,1,2.21,1.542,2013,NA,2014,8,0,NA,NA,NA,NA,2015,1,12,0,NA,NA,NA,NA
POSY,5,1,5_315,1,2.21,1.542,2013,NA,2015,12,0,NA,NA,NA,NA,2016,1,9,4,73,43,59,NA
POSY,5,1,5_315,1,2.21,1.542,2013,NA,2016,9,4,73,43,59,NA,2017,1,5,1,22,NA,NA,NA
POSY,5,1,5_315,1,2.21,1.542,2013,NA,2017,5,1,22,NA,NA,NA,2018,1,5,1,35,NA,NA,NA
POSY,5,1,5_315.5,1,NA,NA,2013,NA,2013,1,NA,NA,NA,NA,NA,2014,0,NA,NA,NA,NA,NA,NA
POSY,5,1,5_316,1,NA,NA,2013,NA,2013,1,NA,NA,NA,NA,NA,2014,0,NA,NA,NA,NA,NA,NA
POSY,5,1,5_316.5,1,NA,NA,2013,NA,2013,1,NA,NA,NA,NA,NA,2014,0,NA,NA,NA,NA,NA,NA
POSY,5,1,5_317,1,NA,NA,2013,NA,2013,1,NA,NA,NA,NA,NA,2014,0,NA,NA,NA,NA,NA,NA
POSY,5,1,5_317.5,1,NA,NA,2013,NA,2013,1,NA,NA,NA,NA,NA,2014,0,NA,NA,NA,NA,NA,NA
POSY,5,1,5_318,1,NA,NA,2013,NA,2013,1,NA,NA,NA,NA,NA,2014,0,NA,NA,NA,NA,NA,NA
POSY,5,1,5_318.5,1,NA,NA,2013,NA,2013,1,NA,NA,NA,NA,NA,2014,0,NA,NA,NA,NA,NA,NA
POSY,5,1,5_319,1,NA,NA,2013,NA,2013,1,NA,NA,NA,NA,NA,2014,0,NA,NA,NA,NA,NA,NA
POSY,5,1,5_319.5,1,NA,NA,2013,NA,2013,1,NA,NA,NA,NA,NA,2014,0,NA,NA,NA,NA,NA,NA
POSY,5,1,5_32,1,NA,NA,2009,NA,2009,1,NA,NA,NA,NA,NA,2010,1,8,0,NA,NA,NA,NA
POSY,5,1,5_32,1,NA,NA,2009,NA,2010,8,0,NA,NA,NA,NA,2011,0,NA,NA,NA,NA,NA,NA
POSY,5,1,5_32.5,1,NA,NA,2009,NA,2009,1,NA,NA,NA,NA,NA,2010,0,NA,NA,NA,NA,NA,NA
POSY,5,1,5_320,1,NA,NA,2013,NA,2013,1,NA,NA,NA,NA,NA,2014,0,NA,NA,NA,NA,NA,NA
POSY,5,1,5_320.5,1,NA,NA,2013,NA,2013,1,NA,NA,NA,NA,NA,2014,0,NA,NA,NA,NA,NA,NA
POSY,5,1,5_321,1,NA,NA,2013,NA,2013,1,NA,NA,NA,NA,NA,2014,0,NA,NA,NA,NA,NA,NA
POSY,5,1,5_321.5,1,NA,NA,2013,NA,2013,1,NA,NA,NA,NA,NA,2014,0,NA,NA,NA,NA,NA,NA
POSY,5,1,5_322,1,NA,NA,2013,NA,2013,1,NA,NA,NA,NA,NA,2014,0,NA,NA,NA,NA,NA,NA
POSY,5,1,5_322.5,1,NA,NA,2013,NA,2013,1,NA,NA,NA,NA,NA,2014,0,NA,NA,NA,NA,NA,NA
POSY,5,1,5_323,1,NA,NA,2013,NA,2013,1,NA,NA,NA,NA,NA,2014,0,NA,NA,NA,NA,NA,NA
POSY,5,1,5_323.5,1,NA,NA,2013,NA,2013,1,NA,NA,NA,NA,NA,2014,0,NA,NA,NA,NA,NA,NA
POSY,5,1,5_324,1,NA,NA,2013,NA,2013,1,NA,NA,NA,NA,NA,2014,0,NA,NA,NA,NA,NA,NA
POSY,5,1,5_324.5,1,NA,NA,2013,NA,2013,1,NA,NA,NA,NA,NA,2014,0,NA,NA,NA,NA,NA,NA
POSY,5,1,5_325,1,NA,NA,2013,NA,2013,1,NA,NA,NA,NA,NA,2014,0,NA,NA,NA,NA,NA,NA
POSY,5,1,5_325.5,1,NA,NA,2013,NA,2013,1,NA,NA,NA,NA,NA,2014,0,NA,NA,NA,NA,NA,NA
POSY,5,1,5_326,1,NA,NA,2013,NA,2013,1,NA,NA,NA,NA,NA,2014,0,NA,NA,NA,NA,NA,NA
POSY,5,1,5_326.5,1,NA,NA,2013,NA,2013,1,NA,NA,NA,NA,NA,2014,0,NA,NA,NA,NA,NA,NA
POSY,5,1,5_327,1,NA,NA,2013,NA,2013,1,NA,NA,NA,NA,NA,2014,0,NA,NA,NA,NA,NA,NA
POSY,5,1,5_327.5,1,NA,NA,2013,NA,2013,1,NA,NA,NA,NA,NA,2014,0,NA,NA,NA,NA,NA,NA
POSY,5,1,5_328,1,NA,NA,2013,NA,2013,1,NA,NA,NA,NA,NA,2014,0,NA,NA,NA,NA,NA,NA
POSY,5,1,5_328.5,1,NA,NA,2013,NA,2013,1,NA,NA,NA,NA,NA,2014,0,NA,NA,NA,NA,NA,NA
POSY,5,1,5_329,1,NA,NA,2013,NA,2013,1,NA,NA,NA,NA,NA,2014,0,NA,NA,NA,NA,NA,NA
POSY,5,1,5_329.5,1,NA,NA,2013,NA,2013,1,NA,NA,NA,NA,NA,2014,0,NA,NA,NA,NA,NA,NA
POSY,5,1,5_33,1,NA,NA,2009,NA,2009,1,NA,NA,NA,NA,NA,2010,1,3,0,NA,NA,NA,NA
POSY,5,1,5_33,1,NA,NA,2009,NA,2010,3,0,NA,NA,NA,NA,2011,0,NA,NA,NA,NA,NA,NA
POSY,5,1,5_33.5,1,NA,NA,2009,NA,2009,1,NA,NA,NA,NA,NA,2010,0,NA,NA,NA,NA,NA,NA
POSY,5,1,5_330,1,NA,NA,2013,NA,2013,3,NA,NA,NA,NA,NA,2014,0,NA,NA,NA,NA,NA,NA
POSY,5,1,5_330.5,1,NA,NA,2013,NA,2013,1,NA,NA,NA,NA,NA,2014,0,NA,NA,NA,NA,NA,NA
POSY,5,1,5_331,1,NA,NA,2013,NA,2013,1,NA,NA,NA,NA,NA,2014,0,NA,NA,NA,NA,NA,NA
POSY,5,1,5_331.5,1,NA,NA,2013,NA,2013,1,NA,NA,NA,NA,NA,2014,0,NA,NA,NA,NA,NA,NA
POSY,5,1,5_332,1,NA,NA,2013,NA,2013,1,NA,NA,NA,NA,NA,2014,0,NA,NA,NA,NA,NA,NA
POSY,5,1,5_332.5,1,NA,NA,2013,NA,2013,1,NA,NA,NA,NA,NA,2014,0,NA,NA,NA,NA,NA,NA
POSY,5,1,5_333,1,NA,NA,2013,NA,2013,1,NA,NA,NA,NA,NA,2014,0,NA,NA,NA,NA,NA,NA
POSY,5,1,5_333.5,1,NA,NA,2013,NA,2013,1,NA,NA,NA,NA,NA,2014,0,NA,NA,NA,NA,NA,NA
POSY,5,1,5_334,1,NA,NA,2013,NA,2013,1,NA,NA,NA,NA,NA,2014,0,NA,NA,NA,NA,NA,NA
POSY,5,1,5_334.5,1,NA,NA,2013,NA,2013,1,NA,NA,NA,NA,NA,2014,0,NA,NA,NA,NA,NA,NA
POSY,5,1,5_335,1,NA,NA,2013,NA,2013,1,NA,NA,NA,NA,NA,2014,0,NA,NA,NA,NA,NA,NA
POSY,5,1,5_335.5,1,NA,NA,2013,NA,2013,1,NA,NA,NA,NA,NA,2014,0,NA,NA,NA,NA,NA,NA
POSY,5,1,5_336,1,NA,NA,2013,NA,2013,1,NA,NA,NA,NA,NA,2014,0,NA,NA,NA,NA,NA,NA
POSY,5,1,5_336.5,1,NA,NA,2013,NA,2013,1,NA,NA,NA,NA,NA,2014,0,NA,NA,NA,NA,NA,NA
POSY,5,1,5_337,1,NA,NA,2013,NA,2013,1,NA,NA,NA,NA,NA,2014,0,NA,NA,NA,NA,NA,NA
POSY,5,1,5_337.5,1,NA,NA,2013,NA,2013,1,NA,NA,NA,NA,NA,2014,0,NA,NA,NA,NA,NA,NA
POSY,5,1,5_338,1,NA,NA,2013,NA,2013,1,NA,NA,NA,NA,NA,2014,0,NA,NA,NA,NA,NA,NA
POSY,5,1,5_338.5,1,NA,NA,2013,NA,2013,1,NA,NA,NA,NA,NA,2014,0,NA,NA,NA,NA,NA,NA
POSY,5,1,5_339,1,NA,NA,2013,NA,2013,1,NA,NA,NA,NA,NA,2014,0,NA,NA,NA,NA,NA,NA
POSY,5,1,5_339.5,1,NA,NA,2013,NA,2013,1,NA,NA,NA,NA,NA,2014,0,NA,NA,NA,NA,NA,NA
POSY,5,1,5_34,1,NA,NA,2009,1,2009,1,NA,NA,NA,NA,NA,2010,1,15,0,NA,NA,NA,NA
POSY,5,1,5_34,1,NA,NA,2009,1,2010,15,0,NA,NA,NA,NA,2011,1,19,2,NA,NA,NA,NA
POSY,5,1,5_34,1,NA,NA,2009,1,2011,19,2,NA,NA,NA,NA,2012,1,51,11,84,NA,NA,NA
POSY,5,1,5_34,1,NA,NA,2009,1,2012,51,11,84,NA,NA,NA,2013,1,6,0,NA,NA,NA,NA
POSY,5,1,5_34,1,NA,NA,2009,1,2013,6,0,NA,NA,NA,NA,2014,0,NA,NA,NA,NA,NA,NA
POSY,5,1,5_34.5,1,NA,NA,2009,NA,2009,1,NA,NA,NA,NA,NA,2010,0,NA,NA,NA,NA,NA,NA
POSY,5,1,5_340,1,NA,NA,2013,NA,2013,1,NA,NA,NA,NA,NA,2014,0,NA,NA,NA,NA,NA,NA
POSY,5,1,5_340.5,1,NA,NA,2013,NA,2013,1,NA,NA,NA,NA,NA,2014,0,NA,NA,NA,NA,NA,NA
POSY,5,1,5_341,1,NA,NA,2013,NA,2013,1,NA,NA,NA,NA,NA,2014,1,4,0,NA,NA,NA,NA
POSY,5,1,5_341,1,NA,NA,2013,NA,2014,4,0,NA,NA,NA,NA,2015,0,NA,NA,NA,NA,NA,NA
POSY,5,1,5_341.5,1,NA,NA,2013,NA,2013,1,NA,NA,NA,NA,NA,2014,0,NA,NA,NA,NA,NA,NA
POSY,5,1,5_342,1,NA,NA,2013,NA,2013,1,NA,NA,NA,NA,NA,2014,0,NA,NA,NA,NA,NA,NA
POSY,5,1,5_342.5,1,NA,NA,2013,NA,2013,1,NA,NA,NA,NA,NA,2014,0,NA,NA,NA,NA,NA,NA
POSY,5,1,5_343,1,NA,NA,2013,NA,2013,1,NA,NA,NA,NA,NA,2014,0,NA,NA,NA,NA,NA,NA
POSY,5,1,5_343.5,1,NA,NA,2013,NA,2013,1,NA,NA,NA,NA,NA,2014,0,NA,NA,NA,NA,NA,NA
POSY,5,1,5_344,1,2.262,1.567,2013,NA,2013,1,NA,NA,NA,NA,NA,2014,1,7,0,NA,NA,NA,NA
POSY,5,1,5_344,1,2.262,1.567,2013,NA,2014,7,0,NA,NA,NA,NA,2015,1,15,0,NA,NA,NA,NA
POSY,5,1,5_344,1,2.262,1.567,2013,NA,2015,15,0,NA,NA,NA,NA,2016,1,7,3,64,57,49,NA
POSY,5,1,5_344,1,2.262,1.567,2013,NA,2016,7,3,64,57,49,NA,2017,1,6,3,37,26,35,NA
POSY,5,1,5_344,1,2.262,1.567,2013,NA,2017,6,3,37,26,35,NA,2018,1,2,0,NA,NA,NA,NA
POSY,5,1,5_344.5,1,NA,NA,2013,NA,2013,1,NA,NA,NA,NA,NA,2014,0,NA,NA,NA,NA,NA,NA
POSY,5,1,5_345,1,NA,NA,2013,NA,2013,1,NA,NA,NA,NA,NA,2014,0,NA,NA,NA,NA,NA,NA
POSY,5,1,5_345.5,1,NA,NA,2013,NA,2013,1,NA,NA,NA,NA,NA,2014,0,NA,NA,NA,NA,NA,NA
POSY,5,1,5_346,1,NA,NA,2013,NA,2013,1,NA,NA,NA,NA,NA,2014,0,NA,NA,NA,NA,NA,NA
